Metab,/Cr+PCr,/Cr+PCr CRLB,mMol/kg,mMol/kg CRLB,mM,mM CRLB,%CRLB,SNR,FWHM
Ala,0.037035480272269015,0.032442748616756376,0.471445973542802,0.2750870502446629,0.3722847288532373,0.21722681634499835,58.349644642725565,0.4801310317645894,4.202495089374148
Asp,0.42832536106682684,0.04894257666410993,5.452400383543096,0.5415442225367867,4.3055737291228375,0.427638913816794,9.932216720021554,2.921270217906688,4.0897566416732145
Cr,0.5275037524411144,0.03671169764345384,6.714899288164304,0.35144052202254467,5.302525848264744,0.27752053637451374,5.233742263893585,16.990565034220822,4.205101395174493
GABA,0.20177022867578914,0.04419997471085415,2.5684495297671845,0.47083965231570263,2.02821657289176,0.3718059377588254,18.331668458300662,1.8540257893760068,4.70623350819549
GPC,0.07019880406585313,0.026954046480662318,0.8936010355763355,0.15114669164993447,0.7056461140871427,0.11935536259883038,16.91433711829252,6.663655580913582,4.296168050875293
GSH,0.12941893257879653,0.027635643423779936,1.6474481825517555,0.16992531368506855,1.300933371711905,0.1341841968765986,10.31445574341943,3.233990598904237,4.062618818043207
Glc,0.0,0.04000515059039302,0.0,0.4055274843913505,0.0,0.3202311569969593,999.0,0.0,0.0
Gln,0.29166624400256524,0.039251242558957095,3.71278771984283,0.39340843296745154,2.931861225124723,0.3106611574073986,10.596038951133606,2.2555005107049713,7.222729336130773
Glu,1.1980849031770981,0.04229175748143105,15.251113240947738,0.44152659637617825,12.043281470725658,0.3486584220418101,2.8950450331109128,10.771559168870755,5.978086488157286
Glyc,0.0,0.04168915925284312,0.0,0.4321403826210361,0.0,0.3412464507049197,999.0,0.0,0.0
Lac,0.12644203839099474,0.034765198267873325,1.6095535807217105,0.31775078983051835,1.2710093032947232,0.25091690940959277,19.741547820237308,1.7073860069074742,4.214414726114057
MM09,0.6636120988287105,0.0574934285245372,8.447500874488215,0.6638882983544457,6.670701944728373,0.5242498377585211,7.858990584533878,4.822540543153443,25.9526252885854
MM12,0.11174426235965024,0.11370670983531152,1.422457118651536,1.4142828055776209,1.1232656389936615,1.1168106640928999,99.42533852397152,0.9714055748947483,22.13991899239559
MM14,0.50994602001691,0.23186252562960957,6.491396792852236,2.935394321962129,5.126033587147318,2.317980300090079,45.21976418379371,2.892923289553893,33.13415906503184
MM16,0.34697752198988147,0.10977828618773224,4.416876855637079,1.3630597911037985,3.4878562865267573,1.0763616049756284,30.8602624808111,2.9195418985297836,22.845120129990793
MM21,1.8879676350791534,0.3696915716646491,24.033028144734295,4.695925381623932,18.978058714022147,3.7082113445055898,19.53946607703209,4.683547566964934,0.0
MM30,0.26017323433891193,0.08447015351390104,3.3118950490438217,1.030205020162604,2.6152900215865746,0.8135175992963672,31.10620973511932,2.2641156766736557,22.20831340062973
MM39,3.622693477528724,0.8274151451334588,46.115353191180624,10.528139125443587,36.41571404192147,8.31371066803497,22.830008656329777,7.90118992714183,0.0
NAA,1.3425733363469152,0.0354351905168831,17.090389781730803,0.3295254273364169,13.495695122974992,0.2602149371311735,1.9281328954162957,43.41708700707471,4.189088272253394
NAAG,0.01817165712738648,0.029001249723206425,0.23131749669036633,0.2034884482236439,0.18266349988577066,0.1606878540130909,87.96932836257801,0.6598785478229934,4.568620829272368
PCh,0.0899816823782393,0.027371192053874765,1.145428695347366,0.16284177925325413,0.9045057868744252,0.12859057248851974,14.216666643214335,8.673739026539396,4.213293560398013
PCr,0.4724962475588858,0.034835011977571766,6.014677055302361,0.31898735866609157,4.749584347589588,0.25189338544183093,5.303482726223542,15.265003900575444,4.186853199308283
PE,0.31843463873588423,0.057288238404398915,4.053538044192665,0.6610077506737125,3.2009400787501723,0.5219751679714151,16.306933436105545,2.1590812871399168,15.363913682524654
Scyllo,0.038643674454134275,0.024656278631889014,0.49191760415597474,0.06024104719949184,0.3884504739856787,0.04757029051275116,12.246166164931742,2.4964994491958628,4.193772507237292
Tau,0.2689712705995701,0.03873738674955865,3.423890323296458,0.3850667110532304,2.703728851585833,0.3040739854825482,11.246467459345935,2.684189766189313,12.090641734146423
bHB,0.004460407947303198,0.03520960945622334,0.0567791034882015,0.32558360408021275,0.044836512204756165,0.2571022143920321,573.4215302428435,0.061688969239710185,4.2325003484848525
mI,0.7469044008621231,0.044209057263514595,9.507776592045623,0.4709778070343793,7.507965343234617,0.3719150338056022,4.953606160965203,15.004754159132977,7.0416491384229225
Cr+PCr,1.0,0.03422095158059291,12.729576343466665,0.3080285943236553,10.05211019585433,0.24323962479746308,2.419786692129374,,
