Metab,/Cr+PCr,/Cr+PCr CRLB,mMol/kg,mMol/kg CRLB,mM,mM CRLB,%CRLB,SNR,FWHM
Ala,0.044821054886556,0.030252706474234985,0.5070751415623656,0.22586239040069936,0.4004198618266986,0.1783557893953132,44.542193432079415,0.7581140334615436,4.209976732415716
Asp,0.3565238607594892,0.04512399802395124,4.03347015420659,0.4410051552768516,3.185093153754759,0.3482466578754583,10.933641217523778,3.171972783156258,4.060510177154364
Cr,0.5940949410419556,0.03445955832564128,6.721188894210843,0.2930145441093408,5.307492534614897,0.23138354387471974,4.35956418903392,24.92609500387708,4.186027014173089
GABA,0.31794647344895943,0.04160869434470243,3.597031650447488,0.39428676275892294,2.84045262408372,0.3113547443433616,10.961448246080119,3.822265235944871,4.685229015859383
GPC,0.07506584937161373,0.025243165535894205,0.8492443181659135,0.1242219893131498,0.6706191344528382,0.09809384787302061,14.627355951162341,9.338229191566818,4.257155007419467
GSH,0.13976030003417964,0.026044727701838407,1.5811536364773813,0.14385020385753128,1.2485828405910655,0.1135935762398062,9.097800526077409,4.55064533047094,4.059792073288715
Glc,0.0,0.03698912453736368,0.0,0.330136225327361,0.0,0.26069726337257493,999.0,0.0,0.0
Gln,0.3576547832043845,0.03572025686060206,4.0462646468907275,0.3117396830750023,3.1951965261601574,0.24617014440539028,7.704381949276417,3.629457659529164,7.106732924266835
Glu,1.1623102077954386,0.03812706226702034,13.149592633395105,0.346309558388232,10.383782666052566,0.27346879023062076,2.6336143486965042,13.668386956533912,5.938571121562763
Glyc,0.0,0.03810742525710258,0.0,0.3460328091528972,0.0,0.27325025084367316,999.0,0.0,0.0
Lac,0.07878466287924729,0.03221674376963408,0.8913164623981311,0.2582970611616699,0.7038420649406376,0.20396833735908465,28.979276391542108,1.3941117800033123,4.212553459288698
MM09,0.5848561377061418,0.044251600040429266,6.616667313421814,0.4295415283896009,5.224955424220374,0.33919422458108983,6.491810877634458,6.545329640088455,22.203750961365746
MM12,0.1701834336116281,0.08894360605414708,1.9253404211169074,0.9728348338504338,1.5203753491397898,0.7682143292419312,50.52793901693933,1.8802711289251943,22.60055037218374
MM14,0.4341061413661067,0.17168141060220243,4.911183675695611,1.9251892438154194,3.8781934424322566,1.5202559696056506,39.20010675517525,3.5421780334568944,30.147194516946335
MM16,0.40205256366311076,0.10180409688565693,4.548551147468298,1.1226683687965187,3.5918349623078902,0.8865327369936119,24.681889515992154,4.168167214725032,24.030776338133997
MM21,2.00681712415422,0.28384342126457673,22.70377348092068,3.200899896933786,17.928391859565863,2.527640953769142,14.09853696621705,6.406020970343677,0.0
MM30,0.35112119088222593,0.06632471824004535,3.9723479963331996,0.7049131377055329,3.136827080338492,0.55664574747283,17.74550312198793,3.960674997297426,22.14212939034077
MM39,2.449162216945532,0.3113066569178231,27.708167088217312,3.512512741236195,21.880189990679092,2.7737109379425804,12.676813771380296,10.808635142184908,0.0
NAA,1.3753220862287305,0.032703712767482754,15.559465151666096,0.266014512994489,12.286776407399964,0.21006254459438758,1.7096636060527082,58.21175122485595,4.159311537681399
NAAG,0.03415569874728746,0.02718827762869063,0.38641450588966963,0.16877292745146444,0.3051382928759552,0.13327419696019768,43.67665418328085,1.6235182900906293,4.520054423872294
PCh,0.09742239866564571,0.02571616938185388,1.1021712166249147,0.13607424552067743,0.8703468383611012,0.10745316842328492,12.346016977050626,12.321690404941055,4.168824389231829
PCr,0.40590505895804446,0.032146357930821,4.592135677149521,0.25717219726141266,3.62625217175532,0.20308007088613736,5.600274367787131,17.16966328585684,4.154459745452144
PE,0.21452407806416027,0.05159006759128048,2.426980523511693,0.5239524583110496,1.9165033467946428,0.4137473004774895,21.588655254345525,1.8936307256988614,15.327677621761794
Scyllo,0.05239147986402727,0.023150516900586882,0.5927218164756315,0.049692029293449014,0.4680521058941554,0.039240092587192785,8.383701748810521,4.4175284306894325,4.170316999530355
Tau,0.30118844423593766,0.03579809561471352,3.4074426267842344,0.3128804001103411,2.690740669312689,0.24707092955582452,9.182264659452864,3.8928893738427828,12.016405664369623
bHB,0.02285011440359422,0.032598931947015575,0.2585107607405778,0.26436328240624957,0.20413708859306368,0.20875862438652718,102.2639373498053,0.4117813026340483,4.244511018684088
mI,0.7895639465452718,0.03878895919673954,8.932593197110885,0.3555930387485631,7.053762727789599,0.28079963652630224,3.9808489080592446,20.74692387553631,6.979065479702395
Cr+PCr,1.0,0.03214510023415979,11.313324571360365,0.2571520751913278,8.933744706370216,0.2030641811769747,2.273001835749566,,
