Metab,/Cr+PCr,/Cr+PCr CRLB,mMol/kg,mMol/kg CRLB,mM,mM CRLB,%CRLB,SNR,FWHM
Ala,0.045833440708010924,0.02083114632736425,0.47515923909818647,0.17275347344068454,0.3824846800216772,0.13905981737196055,36.35696398717966,0.7808240621745792,4.570356290967831
Asp,0.337547958844798,0.0328576581159097,3.4993888481038002,0.31502404319695215,2.8168717215279253,0.25358208458706394,9.002258876365026,3.0566233610568827,4.45324853802298
Cr,0.5649021711683317,0.023125909090331027,5.856389607039537,0.20170529023274794,4.714165527291633,0.1623649022163075,3.4441917933583652,24.16084558381218,4.55653189843569
GABA,0.28439853795929687,0.027829236961945877,2.9483842105215747,0.25776482286999425,2.373334449904868,0.20749064247049456,8.742579137079124,3.490085938281424,5.1770156863777945
GPC,0.0709328298078273,0.015633718187914876,0.7353667740828677,0.0973367480485851,0.5919416106008579,0.07835229091277451,13.23648980061429,8.973792211454148,4.646513171632782
GSH,0.17135753960660557,0.016397468370860733,1.776478415659962,0.11001694541164175,1.4299959307719794,0.08855935589634782,6.192979573622933,5.692090326237787,4.390721560852018
Glc,0.16096334359928735,0.027467437183503588,1.6687208877593456,0.25355964698116473,1.343255317967695,0.2041056396715877,15.194850669222989,2.5491496204737523,10.73952638988257
Gln,0.32333283522079587,0.026001237510507112,3.3520194335338194,0.23636157672642966,2.698245082837788,0.19026186298136236,7.051318806861713,3.447509725941475,13.641201964661843
Glu,1.096726077110163,0.02738396587374076,11.369853981041423,0.2525874334355667,9.152289598925783,0.2033230456350989,2.2215538902851497,13.38073583782893,13.013430084427014
Glyc,0.0,0.029215277556405614,0.0,0.27375251717839866,0.0,0.2203601136680668,999.0,0.0,0.0
Lac,0.13356405982309938,0.02336892296464192,1.3846701459905033,0.20469340232632605,1.1146055346201686,0.16477021606467185,14.78282773114182,2.400113417096504,4.552569823168318
MM09,0.7399980742420793,0.03707179149902501,7.671623959698336,0.3618184761487688,6.175358477803931,0.29124978047011285,4.716321838107875,8.052453245872277,25.061226875303127
MM12,0.22802969670642445,0.10026598978822547,2.364003563884241,1.0313562489631947,1.9029307909880007,0.8302016090894745,43.62752513234779,2.8515129396321255,22.097463936646676
MM14,0.41311012613876014,0.1720290428394964,4.282748363806349,1.7787253371624874,3.4474456198153405,1.4318046150639199,41.53233358734207,3.5072347124585854,31.995220566727628
MM16,0.32055504092009784,0.08868844070774635,3.323221800061361,0.9102620649327956,2.675064109560283,0.7327255075634712,27.390951302618088,3.453544989098628,25.583606121629686
MM21,4.422081878773054,0.616856419834146,45.8441048345827,6.393690582494369,36.90271876395577,5.146671884659779,13.946592709279514,8.345079902008328,0.0
MM30,0.5279846637934635,0.09665496491978713,5.473662619000472,0.9936149364925038,4.4060852091363705,0.7998213225746891,18.152652175591058,4.503713166857059,31.94352565277969
MM39,2.6873588348781423,0.40768962132561953,27.860081186121864,4.224566303632306,22.4262802046659,3.4006113275664793,15.163510383942164,11.542529121129984,0.0
NAA,1.3243337901526628,0.01798203131925536,13.7294828038291,0.1340099576366847,11.051698893727215,0.10787279620968122,0.9760743325255474,56.482926889331786,4.575057661366455
NAAG,0.019293000940769394,0.016738148701117585,0.20001220736051567,0.11539927627002368,0.16100203644973843,0.09289192259555834,57.69611654853652,0.9382510211598988,4.986072849902435
PCh,0.07587510316753517,0.015946655158232962,0.7866037489365485,0.1026479260122323,0.6331853796779003,0.08262758230312882,13.049508872924584,9.741050913119985,4.565147036581285
PCr,0.4350978288316683,0.022727961222606834,4.510696777010539,0.19678377072309428,3.630935213854019,0.15840327070422122,4.362602508021224,18.53578154932337,4.5794377309366645
PE,0.4833636336453337,0.04160219118210307,5.011072544909507,0.4113634276731778,4.033718217376529,0.3311315366714002,8.209089451140771,4.514453697115704,15.671708808142837
Scyllo,0.04344435191219895,0.01305870547291918,0.4503913491728376,0.039162731097694616,0.36254749334108394,0.03152447314526791,8.695267164793153,3.699457980267238,4.574982742275746
Tau,0.22135757111734297,0.027094712173363497,2.2948330615370023,0.2492123192062949,1.84725123078954,0.2006062101412343,10.859714520557798,3.0275710665216344,12.929555583932217
bHB,0.03590882607940465,0.023510151040979647,0.37226990191501813,0.20642420447736562,0.29966277112891,0.16616344438151492,55.45014609440228,0.6624635710153197,4.591860073279136
mI,0.7931775068490584,0.03021892707659714,8.222939731389658,0.2852218997579209,6.619146200266137,0.22959251991213073,3.4686123098912587,21.8527408478646,7.368979841134104
Cr+PCr,1.0,0.017678207388275396,10.367086384050076,0.12959252264691049,8.345100741145652,0.10431693310200585,1.2500380323471658,,
