Metab,/Cr+PCr,/Cr+PCr CRLB,mMol/kg,mMol/kg CRLB,mM,mM CRLB,%CRLB,SNR,FWHM
Ala,0.021059586740456965,0.033949128921176075,0.19224781106617594,0.2084883132079254,0.15441114640948836,0.16745532381814596,108.44769157665944,0.3296025356129882,5.0941652651653735
Asp,0.4857299148487693,0.0502569056972898,4.434109465198826,0.3973700558703097,3.561423779180682,0.3191628842765656,8.961665448024556,4.044648981410412,4.8130522000152105
Cr,0.38636847948317043,0.037977712712984536,3.5270632496748835,0.2600280018678309,2.8328950890036646,0.20885138636589948,7.372365717904257,15.199566000329112,4.951596216869081
GABA,0.19586359183459343,0.046138365071628426,1.7879907740745378,0.3532968189606647,1.436092841126826,0.2837637866251875,19.75943187646093,2.2549110561148846,5.567951897151313
GPC,0.136555096388142,0.028037874506504343,1.2465780403999194,0.11371891195393816,1.0012365979074127,0.09133767227759437,9.122486380191292,15.962621270268167,4.990983119261438
GSH,0.25113775009724293,0.02894555319432705,2.2925750313765008,0.13130976539518338,1.8413688918557303,0.10546643572681245,5.727610376893217,7.700721639807291,4.7555589963566565
Glc,0.06489075133304797,0.041598035516020336,0.5923717808883898,0.3026917480238522,0.47578594149049075,0.2431183978732866,51.09827270466874,0.9586034882493111,10.327037490875323
Gln,0.3801835649279718,0.03939069871171969,3.470602679032058,0.2769922263763529,2.787546632802561,0.2224768489383037,7.981098731059739,3.9377981715093617,13.794722644554335
Glu,1.451889544671175,0.04255169160601613,13.253944168651985,0.31354402109928414,10.6454097041679,0.251834814031333,2.365665775481938,16.983569942763015,13.29162920420518
Glyc,0.0,0.04473439316019048,0.0,0.3379151305364478,0.0,0.2714093981402162,999.0,0.0,0.0
Lac,0.12956647366212454,0.03708453321320707,1.1827806146478206,0.2490532085207534,0.9499952672845904,0.20003656338855935,21.056585256506793,2.129191311641417,5.134803346557054
MM09,0.6984121676869502,0.0725679452004441,6.375633677647644,0.6215044363473157,5.120832844820476,0.49918494251119383,9.74812023040549,8.259964137726675,22.250964340181007
MM12,0.1982812178053183,0.13312917864759766,1.8100606896230564,1.1934756626589043,1.4538191337806046,0.9585854021482195,65.9356710800368,2.3471495127168422,22.23628568015107
MM14,0.4308388332352499,0.2871995497298066,3.933022220833226,2.611727777392932,3.1589564874879295,2.0977085667723405,66.40511115240095,4.148916137192466,27.121500210011916
MM16,0.311995849227675,0.11144430340916521,2.848133717672927,0.9911698117970502,2.2875869953183057,0.7960957582678377,34.80067686593337,3.6962162267968877,22.19610029936403
MM21,2.020428226576466,0.3055537278142533,18.443994593182275,2.779884175328777,14.813996235948556,2.23276977780702,15.07202879118359,7.60169985198544,0.0
MM30,0.2248483894766832,0.08369139927762873,2.0525858950311657,0.728776044773053,1.6486124830134454,0.5853442175757415,35.50526419075814,2.414239984961905,24.267944456302203
MM39,2.722974866134542,0.386208902773482,24.8573708522459,3.518141898264808,19.965143471515926,2.825729566072028,14.153314601036895,13.244411549967953,0.0
NAA,1.4532088413915747,0.038529595714951334,13.265987705392257,0.2667080564332882,10.655082929077857,0.21421672643302322,2.0104651259768525,57.07778444283509,4.973694873721985
NAAG,0.022002476167322833,0.030534975762434993,0.20085521778437973,0.1584949260335934,0.1613245127131134,0.12730123216076533,78.91003668310942,0.9806571248180249,5.370567495778439
PCh,0.032151131632329744,0.02844598986527131,0.29349980869955866,0.12187290355299733,0.2357355419597696,0.09788686097129902,41.524014646889476,3.805299518123131,4.937092300235923
PCr,0.6136315205168296,0.037953972271272646,5.601691907559718,0.25973898295674513,4.499212055950588,0.20861924982740113,4.636795226210432,24.131371033665474,4.9612853965873
PE,0.4038402049253451,0.060072955478159065,3.6865583534109225,0.4981507325401989,2.9609996519529127,0.40010872045654117,13.512623015428302,3.5189371750517733,15.888021721058077
Scyllo,0.03860021873495242,0.02559785263393538,0.3523719458470806,0.0450094700848003,0.2830209395833416,0.03615106895903878,12.773284200193716,3.0306285116633704,4.982217930045662
Tau,0.21622799844586976,0.04174918152390301,1.973892455951249,0.3044209335735345,1.5854068523441187,0.24450725906031598,15.422366738152885,2.7440966527758635,13.180291367824948
bHB,0.0,0.03749472806575671,0.0,0.2541197789406153,0.0,0.20410597225494162,999.0,0.0,0.0
mI,0.855196201802195,0.04502111604122586,7.8068767376492305,0.3410736531081129,6.270390181571614,0.2739462857570181,4.368887386978463,22.64263298136102,7.34088732936955
Cr+PCr,1.0,0.035522952438765444,9.1287551572346,0.22930082407880947,7.332107144954253,0.18417168404826023,2.511852055721825,,
