Metab,/Cr+PCr,/Cr+PCr CRLB,mMol/kg,mMol/kg CRLB,mM,mM CRLB,%CRLB,SNR,FWHM
Ala,0.036867401826678414,0.026695174740823367,0.4514874091935384,0.2023086093418682,0.35652413456662424,0.15975617568123116,44.80935796265912,0.612780375184856,3.841514113766875
Asp,0.3837492370489629,0.0407793370943397,4.699488985683238,0.42830965597172216,3.7110254005065135,0.3382214571489588,9.113962332426917,3.340984802075492,3.8718679167187298
Cr,0.5831279914240798,0.030427235525988815,7.141131000063465,0.2700002939677862,5.6391064241907465,0.21320997923628648,3.780917812113888,23.714901663136867,4.091206191827734
GABA,0.23342810751175463,0.03546242921189699,2.858618895600325,0.3502220710151472,2.2573533769860243,0.27655836737028805,12.25144322505427,2.6712064840650216,4.345640485041436
GPC,0.04184582427775475,0.023027963525385265,0.5124544137270909,0.11654330078084732,0.40466768870752523,0.09203025068771736,22.74217914003816,5.0709086483380155,4.138366637390312
GSH,0.20342167507901768,0.023770940630018722,2.491152630907,0.13710177594605777,1.9671778608265966,0.10826457398674015,5.503547805344251,6.490177678531856,3.929978003693102
Glc,0.023484742808063924,0.03323909005881202,0.2876000249715632,0.31582901738458546,0.22710788366718765,0.24939935156818135,109.81536507718089,0.3252806544434621,8.827842149107923
Gln,0.32833852525396945,0.03253832154090041,4.020915572034431,0.3046885476028528,3.1751792304589364,0.2406021043654465,7.577591276026021,3.0984020349661376,6.216680921170337
Glu,1.274943314223045,0.03607795427322671,15.6132742012389,0.35952668976731345,12.329267569811483,0.2839059059295891,2.3026988774640578,13.883338342430829,5.139281122502948
Glyc,0.0,0.03417131105815042,0.0,0.33041236573245913,0.0,0.26091532198714934,999.0,0.0,0.0
Lac,0.10451954064521254,0.028205363005755338,1.2799723950673982,0.23100402744623164,1.0107503357307455,0.18241596396626855,18.047578864704178,1.8003448439591954,3.8410806221232665
MM09,0.6616185432435007,0.045279219777418986,8.102345898084238,0.49145274448594867,6.398144888323195,0.3880833902350001,6.065561143250505,6.295287335744863,21.74975198897862
MM12,0.13886605724004278,0.08974636690213557,1.700588414203344,1.0686345791371037,1.342896391531426,0.8438641050375437,62.83910734730691,1.321418776738479,21.984954961894605
MM14,0.3160196945500251,0.26499236128544174,3.8700560950101246,3.234986142213663,3.0560506714071196,2.554557693531036,83.5901615582448,2.1552691829689334,30.208663734691832
MM16,0.5295785939324306,0.29172249916019893,6.485351706175591,3.5632650844015092,5.121259989363894,2.8137883240574295,54.943282120049666,2.764186732670337,38.80724964703805
MM21,2.9989221594067397,0.4544644220532739,36.7255496465135,5.559557168358991,29.000907971265324,4.3901917698289346,15.138118345049142,6.804852912790645,0.0
MM30,0.5704945338384748,0.07157524469770117,6.986418523678602,0.8380672674314298,5.516935283586186,0.6617930005253452,11.995663652142,5.437014779473894,22.221524616781064
MM39,5.036631738727249,0.6544396444299657,61.67985000598528,8.010316103610938,48.70646378126687,6.325472113488687,12.986925394328349,12.805972137446995,0.0
NAA,1.4597452008965353,0.03222350723248822,17.87640425365055,0.2996289659568515,14.116383814734064,0.23660672613146227,1.676114288451852,59.88370841916436,4.059939712467598
NAAG,0.06359227044421747,0.024550712460685638,0.7787668239430506,0.15635782671214762,0.6149654725287705,0.12347041737186155,20.07761783180195,2.908784598901375,4.325185462903558
PCh,0.15603017758279478,0.023496653159704534,1.9107845180966083,0.12981733863386116,1.5088810513554565,0.10251230347896517,6.7939287452033685,19.200489612681643,4.049005458157562
PCr,0.41687200857592027,0.0286607432788883,5.105118717127831,0.23926231555904592,4.031337298497412,0.18893725107742437,4.686714037742423,17.089455360326777,4.056317348446803
PE,0.20561240570842873,0.04744618050502924,2.5179808652578677,0.5212098850173973,1.9883631980898855,0.4115815843354791,20.699517308048325,1.6606606797977752,15.195071642931824
Scyllo,0.03770233304299708,0.02133587862508247,0.46171218536525505,0.04821241969037296,0.36459828990634946,0.038071695589864736,10.442093845158686,3.060048357319149,4.097209465645124
Tau,0.3223049079977549,0.032563077279193504,3.9470263884168726,0.30508492045472674,3.1168314743384733,0.24091510642287373,7.729487731575426,3.8109028582346878,11.405062378121666
bHB,0.035376943827328824,0.02850451457571296,0.433234888340518,0.23644680122934758,0.34211074436288363,0.18671393589893764,54.57704529176859,0.6066065691064189,3.8635245825460185
mI,0.8357543996195591,0.036906273614079686,10.234857079982408,0.3719217691576444,8.082115887509977,0.2936938753447627,3.633873597366185,20.99128198783741,6.5295852424998575
Cr+PCr,1.0,0.029655368240813947,12.246249717191297,0.2567978801750888,9.670443722688159,0.20278448551091402,2.096951198166372,,
