Metab,/Cr+PCr,/Cr+PCr CRLB,mMol/kg,mMol/kg CRLB,mM,mM CRLB,%CRLB,SNR,FWHM
Ala,0.044821054886556,0.030252706474234985,0.5863796030700915,0.2611863370457396,0.4630438773154541,0.20624989950925005,44.542193432079415,0.7581140334615436,4.209976732415716
Asp,0.3565238607594892,0.04512399802395124,4.664288256630759,0.5099765433311019,3.6832285911027554,0.40271099937243116,10.933641217523778,3.171972783156258,4.060510177154364
Cr,0.5940949410419556,0.03445955832564128,7.772355126309686,0.33884081073113914,6.137562484636581,0.2675709761597968,4.35956418903392,24.92609500387708,4.186027014173089
GABA,0.31794647344895943,0.04160869434470243,4.159592570286822,0.4559515868397838,3.2846877035181197,0.36004934266649624,10.961448246080119,3.822265235944871,4.685229015859383
GPC,0.07506584937161373,0.025243165535894205,0.9820626281566832,0.1436497962838179,0.7755012021690658,0.11343532124681235,14.627355951162341,9.338229191566818,4.257155007419467
GSH,0.13976030003417964,0.026044727701838407,1.828439546245055,0.16634778265729,1.44385604904647,0.13135914322595024,9.097800526077409,4.55064533047094,4.059792073288715
Glc,0.0,0.03698912453736368,0.0,0.38176816984176115,0.0,0.3014692405288583,999.0,0.0,0.0
Gln,0.3576547832043845,0.03572025686060206,4.679083755219965,0.3604944842286921,3.6949120892969147,0.28467014004942365,7.704381949276417,3.629457659529164,7.106732924266835
Glu,1.1623102077954386,0.03812706226702034,15.206134706477783,0.400470945511918,12.007763463469114,0.31623818153145894,2.6336143486965042,13.668386956533912,5.938571121562763
Glyc,0.0,0.03810742525710258,0.0,0.40015091383719303,0.0,0.3159854634854141,999.0,0.0,0.0
Lac,0.07878466287924729,0.03221674376963408,1.030714682286537,0.2986936565880206,0.8139200620095162,0.2358681443759486,28.979276391542108,1.3941117800033123,4.212553459288698
MM09,0.5848561377061418,0.044251600040429266,7.651486801219861,0.4967200524623557,6.0421169104706465,0.39224280283332436,6.491810877634458,6.545329640088455,22.203750961365746
MM12,0.1701834336116281,0.08894360605414708,2.226455724946006,1.1249821909398723,1.7581557853521668,0.8883598830455335,50.52793901693933,1.8802711289251943,22.60055037218374
MM14,0.4341061413661067,0.17168141060220243,5.6792725541339015,2.2262809041378575,4.484726907329112,1.7580177353510813,39.20010675517525,3.5421780334568944,30.147194516946335
MM16,0.40205256366311076,0.10180409688565693,5.2599257935984465,1.298249072999142,4.153583141547746,1.0251828019516906,24.681889515992154,4.168167214725032,24.030776338133997
MM21,2.00681712415422,0.28384342126457673,26.254550047388115,3.70150744374497,20.73231842899227,2.9229535776653055,14.09853696621705,6.406020970343677,0.0
MM30,0.35112119088222593,0.06632471824004535,4.593606845268025,0.8151586461388886,3.6274139028015715,0.6437028473690771,17.74550312198793,3.960674997297426,22.14212939034077
MM39,2.449162216945532,0.3113066569178231,32.041610182127904,4.061855252139982,25.302161494845464,3.207507892835453,12.676813771380296,10.808635142184908,0.0
NAA,1.3753220862287305,0.032703712767482754,17.992901350883418,0.30761808606901986,14.208377580063338,0.24291546049689539,1.7096636060527082,58.21175122485595,4.159311537681399
NAAG,0.03415569874728746,0.02718827762869063,0.44684814145290164,0.19516831746680152,0.3528606638195488,0.15411773188529357,43.67665418328085,1.6235182900906293,4.520054423872294
PCh,0.09742239866564571,0.02571616938185388,1.2745462507361143,0.15735569649624292,1.0064654955062966,0.1242584009433641,12.346016977050626,12.321690404941055,4.168824389231829
PCr,0.40590505895804446,0.032146357930821,5.310326764026079,0.2973928686114923,4.193383060653191,0.23484095668888813,5.600274367787131,17.16966328585684,4.154459745452144
PE,0.21452407806416027,0.05159006759128048,2.8065502711309653,0.6058964625743637,2.2162365686343315,0.4784556724232026,21.588655254345525,1.8936307256988614,15.327677621761794
Scyllo,0.05239147986402727,0.023150516900586882,0.6854210648250004,0.05746365779844927,0.5412535255124113,0.04537708128388263,8.383701748810521,4.4175284306894325,4.170316999530355
Tau,0.30118844423593766,0.03579809561471352,3.940352604983905,0.3618136047052674,3.111561416272017,0.2857118042835164,9.182264659452864,3.8928893738427828,12.016405664369623
bHB,0.02285011440359422,0.032598931947015575,0.2989407779000025,0.3057086098246792,0.23606328760717332,0.24140761254449042,102.2639373498053,0.4117813026340483,4.244511018684088
mI,0.7895639465452718,0.03878895919673954,10.329613944729864,0.41120632392551426,8.156942136283288,0.3247155419632577,3.9808489080592446,20.74692387553631,6.979065479702395
Cr+PCr,1.0,0.03214510023415979,13.082681890335765,0.297369599532608,10.330945545289772,0.23482258189472452,2.273001835749566,,
